id,provider,date,title,duration_minutes,services_affected,impact_symptoms,root_cause_l1,root_cause_l2,human_error,mitigation_actions,url,summary
azure-20170322-1,Azure,2017-03-21,RCA - Increased latency accessing Azure resources,82,Multiple services,availability,external causes,third-party failures,False,shift traffic,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.03.13-03.30.pdf,"Between 23:52 UTC on 21 Mar 2017 and 01:14 UTC on 22 Mar 2017, a subset of customers around the South East US may have seen latency and failures accessing Microsoft services including Azure resources. This was due to an infrastructure event impacted by a facilities issue at a 3rd party regional routing site located in South East US. Azure Engineering teams executed standard procedures to redirect traffic and isolate the impacted facility restoring expected routing availability."
google-gcps-17001,Google,2017-03-21,Google Cloud Pub/Sub Incident #17001,95,Google Cloud Pub/Sub,availability; performance,external causes; internal causes,component removal; software bugs,False,stop rollout; restart servers,https://status.cloud.google.com/incident/cloud-pubsub/17001,"On Tuesday 21 March 2017, new connections to Cloud Pub/Sub experienced high latency leading to timeouts and elevated error rates for a duration of 95 minutes. Connections established before the start of this issue were not affected. If your service or application was affected, we apologize – this is not the level of quality and reliability we strive to offer you, and we are taking immediate steps to improve the platform’s performance and availability."
azure-20170323-1,Azure,2017-03-23,Azure Active Directory,150,Azure Active Directory; Azure Resource Manager; Logic Apps; Azure Monitor; Azure Data Lake Analytics; Azure Data Lake Store,availability,internal causes,software bugs,False,roll back configuration change,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.03.13-03.30.pdf,"Between 22:00 UTC on 22 Mar 2017 and 00:30 UTC on 23 Mar 2017, Azure Active Directory encountered an issue that affected service to service authentication that impacted multiple Azure services. Azure Resource Manager, Logic Apps, Azure Monitor, Azure Data Lake Analytics, and Azure Data Lake Store customers may have experienced intermittent service management issues as downstream impact. AAD customers would not have seen impact."
azure-20170323-2,Azure,2017-03-23,RCA – Data Lake Analytics and Data Lake Store – East US 2,143,Azure Data Lake Analytics; Azure Data Lake Store,availability,internal causes,software bugs,False,revert configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.03.13-03.30.pdf,"Between approximately March 22 15:02 UTC and March 22 17:25 UTC, a subset of customers experienced a number of intermittent failures when accessing Azure Data Lake Store (ADLS) in East US 2. This may have caused Azure Data Lake Analytics job and/or ADLS request failures. This incident was because of a misconfiguration which resulted in one of the ADLS microservices not serving the requests for the customers. Azure Monitoring detected the event and an alert was triggered. Azure engineers engaged "
azure-20170325-1,Azure,2017-03-25,RCA - Intermittent Authentication Failures due to Underlying Azure Active Directory Issue,192,Azure Active Directory; services with dependencies on AAD authentication,availability; performance,internal causes,software bugs,False,block request,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.03.13-03.30.pdf,"Between 21:23 UTC on 24 Mar 2017 to 00:35 UTC on 25 Mar 2017, a subset of customers using Azure Active Directory (AAD) to authenticate to their Azure resources, or services with dependencies on AAD might have experienced failures. This included authentications using the Management Portal, PowerShell, Command-line interfaces (CLI) and other authentication providers. This incident started with high number of failing authentication requests across multiple regions. Failure rates were significantly "
azure-20170327-1,Azure,2017-03-27,Visual Studio Team Services,247,Visual Studio Team services,performance; availability,internal causes,software bugs,False,roll back configuration change,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.03.13-03.30.pdf,"Between 06:08 and 10:15 UTC on 27 Mar 2017, a subset of customers using Visual Studio Team Services in the Azure Management Portal (https://portal.azure.com) may have experienced difficulties connecting to the following services: VSTS Team Projects, Team Services, Load Testing, Team Service Accounts and Release Management - Continuous Delivery. This would have manifested in the form of continuous loading in the service blade. As a workaround, customers could continue to access these services via"
azure-20170327-2,Azure,2017-03-27,Multiple Azure Services Impacted by Underlying Network Infrastructure Issue - Japan West - Mitigated,192,Azure services,performance; availability,unknown,,False,isolated the newly deployed scale unit,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.03.13-03.30.pdf,"Between 18:04 and 21:16 UTC on 27 Mar 2017, a subset of customers in Japan West may have experienced degraded performance, network drops or time outs when accessing their Azure resources hosted in this region."
google-GCE-#17007,Google,2017-04-05,Google Compute Engine Incident #17007,22,Google Compute Engine HTTP(S) Load Balancers,availability; inconsistency,internal causes; external causes,software bugs; insufficient resource,False,switch server,https://status.cloud.google.com/incident/compute/17007.pdf,"On Wednesday 5 April 2017, requests to the Google Cloud HTTP(S) Load Balancer experienced a 25% error rate for a duration of 22 minutes."
azure-20170411-1,Azure,2017-04-11,IoT Suite - Failures Provisioning New Solutions - Germany,3885,Azure IoT suite,availability,internal causes,software bugs,False,deploy a platform hotfix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.04.11-05.18.pdf,"Between 07:15 on 08 Apr 2017 and 04:00 UTC on 11 Apr 2017, customers using Azure IoT Suite may have been unable to provision solutions. Engineers recommended deploying from an MSbuild prompt using code at https://aka.ms/rms_git. Existing resources were not impacted."
azure-20170503-1,Azure,2017-05-03,Backup - Failure notifications when performing Backup operations,472,Backup service,availability,internal causes,software bugs,False,deploy a platform hotfix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.04.11-05.18.pdf,"Between 10:00 and 19:55 UTC on 03 May 2017, customers using Backup in North Europe and South Central US may have experienced difficulties when creating new and running scheduled Virtual Machine backup jobs in the region. Customers attempting to access these resources may have encountered the following error message: VM Agent is unable to communicate with the Azure Backup Service."
azure-20170504-1,Azure,2017-05-04,RCA - Virtual Machines - Japan East,40,Virtual machines,availability; performance; durability,internal causes; external causes,software bugs; hardware failures,False,recover automatically,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.04.11-05.18.pdf,"Between 20:55 and 21:35 UTC on 04 May 2017, a subset of customers using Virtual Machines in Japan East may have experienced intermittent connection failures when trying to access Virtual Machines in the region. Some Virtual Machines may have also restarted unexpectedly. Engineers detected alerts and engaged promptly. The issue was self-healed by the Azure platform self-heal mechanism, Engineers continued to investigate to establish the full root cause and implemented preventive measures to avoid"
azure-20170509-1,Azure,2017-05-09,Virtual Machines and Storage -West US 2,12,Virtual machines; storage,availability,internal causes,software bugs,False,recover automatically,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2017.04.11-05.18.pdf,"Between 21:49 and 22:01 UTC on 08 May 2017, a subset of customers in West US 2 using Virtual Machines may have experienced Virtual Machine reboots as well as Storage customers may have lost connectivity to their premium storage resources."
